,AcresBurned,ArchiveYear,CrewsInvolved,Dozers,Engines,Fatalities,Featured,Final,Helicopters,Injuries,Latitude,Longitude,MajorIncident,Name,PersonnelInvolved,Started,UniqueId,Updated,Duration
1327,15.0,2018,,,,,False,True,,,33.467999,-117.00382900000001,False,Woodchuck Fire,,2018-05-04 18:53:00+00:00,08a9481d-8742-4256-a419-2a59196e0a8d,2019-01-04 10:26:00+00:00,5871.55
1328,15.0,2018,2.0,1.0,18.0,,False,True,1.0,,33.711263,-116.16405800000001,True,Tyler Fire,105.0,2018-04-15 04:38:00+00:00,8b34406c-93b7-4a40-a832-2fc525876e59,2019-01-03 09:46:00+00:00,6317.133333333333
1329,14.0,2018,,,,,False,True,,,33.05737,-116.77153999999999,False,Casner Fire,,2018-08-06 10:31:00+00:00,775494c3-ae61-40aa-82b0-667a3ddcbdcc,2019-01-04 09:24:00+00:00,3622.883333333333
1330,14.0,2018,,,,,False,True,,,35.70086,-120.97339,False,Camp Fire,,2018-07-17 11:13:00+00:00,0194a44a-0c12-4e47-a053-f3b9b2382858,2019-01-04 09:41:00+00:00,4102.466666666666
1331,14.0,2018,,,,,False,True,,,39.99309,-120.02136999999999,False,3-2 Fire,,2018-07-14 15:00:00+00:00,b89ae0bb-4b8b-47f6-b7c6-5e689a265288,2019-01-04 09:45:00+00:00,4170.75
1332,14.0,2018,,,,,False,True,,,38.64953,-122.01762,False,Madison FIre,,2018-06-01 13:31:00+00:00,4235f934-ed24-425d-821c-46363dcb16e8,2019-01-04 10:20:00+00:00,5204.816666666667
1333,13.0,2018,,,,,False,True,,,40.678889,-122.40055600000001,False,Ranchera Fire,,2018-09-04 14:43:00+00:00,20b57ee7-b0b7-47db-8a12-e5fcdb114459,2019-01-04 09:08:00+00:00,2922.4166666666665
1334,13.0,2018,3.0,,10.0,,False,True,4.0,,33.04898,-116.78928,True,Cinnamon Fire,80.0,2018-07-20 13:07:00+00:00,05fb81ea-7e85-4d0d-9587-64c907a45561,2019-01-04 09:39:00+00:00,4028.5333333333333
1335,13.0,2018,,,,,False,True,,,36.10499,-120.55323999999999,False,Coldwell Fire,,2018-06-02 09:55:00+00:00,af8fe898-e4a6-4b9f-86a5-e6fc3226832b,2019-01-04 10:18:00+00:00,5184.383333333333
1336,12.0,2018,,,,,False,True,,,40.496179999999995,-122.51597,False,Tower Fire,,2018-10-14 06:45:00+00:00,a8f54d41-fc8c-476c-9122-f1357aa166a0,2019-01-04 08:54:00+00:00,1970.15
1337,12.0,2018,,,,,False,True,,,38.7448,-120.65671999999999,True,Meyers Fire,,2018-09-20 12:39:00+00:00,9ea41d38-ee7c-4394-9ea8-cbf33e788f13,2019-10-25 10:18:56.333000+00:00,9597.665648055556
1338,12.0,2018,,,,,False,True,,,34.171786,-117.35606000000001,False,Gray Fire,,2018-07-13 14:32:00+00:00,8ff78ab4-378d-4e1b-9ba0-b90d8be07a06,2019-01-04 09:47:00+00:00,4195.25
1339,12.0,2018,,,,,False,True,,,37.227909999999994,-119.50461000000001,False,School Fire,,2018-07-10 17:31:00+00:00,f5d14543-5d98-41ca-99f5-09c1197161b2,2019-01-04 09:50:00+00:00,4264.316666666667
1340,12.0,2018,,,,,False,True,,,37.97638,-122.5275,False,Mission Fire,,2018-06-09 15:30:00+00:00,5adaf6fa-0c4a-43e4-bd32-baa089a7f0b2,2019-01-04 10:09:00+00:00,5010.65
1341,12.0,2018,,,,,False,True,,,33.40769,-117.22973999999999,False,Vista Fire,,2018-06-05 13:45:00+00:00,a43a2839-d85f-4152-ac07-4a29c31723cf,2019-01-04 10:11:00+00:00,5108.433333333333
1342,12.0,2018,,,,,False,True,,,41.64805,-122.98442,False,Meamber Fire,,2018-06-04 15:08:00+00:00,c48eaae5-afb4-472c-be65-7dfbb3c82f4d,2019-01-04 10:13:00+00:00,5131.083333333333
1343,12.0,2018,,,,,False,True,,,35.75737,-120.91793,False,Resort Fire,,2018-06-03 16:11:00+00:00,0fd4a4af-b243-4e88-b983-648d0c127f47,2019-01-04 10:17:00+00:00,5154.1
1344,12.0,2018,,,,,False,True,,,38.16303,-122.23058999999999,False,Bellagio Fire,,2018-05-21 11:56:00+00:00,03b0e3c2-7b65-4a7b-b061-d297ebd267f4,2019-01-04 10:23:00+00:00,5470.45
1345,12.0,2018,,,,,False,True,,,37.73835,-121.6039,False,Grant Fire,,2018-05-14 13:06:00+00:00,f78b2acd-fff2-413a-93d6-8479e138120b,2019-01-04 10:25:00+00:00,5637.316666666667
1346,12.0,2018,,,,,False,True,,,33.12213,-116.58758999999999,False,Volcan Fire,,2018-05-10 20:41:00+00:00,81cf4d22-336d-4035-b2c3-5b5a8cf2fcc2,2019-01-04 10:25:00+00:00,5725.733333333334
1347,11.0,2018,,,,,False,True,,,39.66492,-121.51772,False,Dark Fire,,2018-07-10 12:42:00+00:00,c2dc8734-e165-4fa1-9a1a-f393516bd5a5,2019-01-04 09:51:00+00:00,4269.15
1348,11.0,2018,,,,,False,True,,,37.198170000000005,-119.80413999999999,False,Cornerstone Fire,,2018-07-09 17:54:00+00:00,dc55524d-c29f-4990-8f73-2974348c7fc7,2019-01-04 09:52:00+00:00,4287.966666666666
1349,11.0,2018,,,,,False,True,,,33.47413,-117.31468000000001,False,Grande Fire,,2018-06-03 13:38:00+00:00,a0b7fa30-74d0-419f-927b-de29b0d00018,2019-01-04 10:18:00+00:00,5156.666666666667
1350,11.0,2018,,,,,False,True,,,40.4635,-121.77418999999999,False,Rock Fire,,2018-03-27 16:20:00+00:00,958c8ac0-6111-4d29-b5ac-8ca0e7a2f484,2019-01-03 09:45:00+00:00,6761.416666666667
1351,10.0,2018,,,,,False,True,,,37.12857,-122.12036,False,Bear Fire ,,2018-11-16 11:01:00+00:00,b6fb27e6-073c-4092-b8a8-51e96be987a4,2019-01-04 08:44:00+00:00,1173.7166666666667
1352,10.0,2018,,,,,False,True,,,40.888785,-124.00184899999999,False,Green Hill Fire,,2018-11-12 17:39:00+00:00,116fabb6-7440-4d6d-aa89-668989c028db,2019-01-04 08:46:00+00:00,1263.1166666666666
1353,10.0,2018,,,,,False,True,,,39.93427,-121.54103,False,Powellton Fire,,2018-10-15 11:57:00+00:00,b8dc21be-0807-4434-9536-45a4a660ed83,2019-01-04 08:52:00+00:00,1940.9166666666667
1354,10.0,2018,,,,,False,True,,,33.627006,-117.17173100000001,False,Keller Fire,,2018-08-19 15:55:00+00:00,23f8d2d9-0e9e-4f07-b830-8c02cf74b5d0,2019-01-04 09:16:00+00:00,3305.35
1355,10.0,2018,,,,,False,True,,,38.272290000000005,-122.26388999999999,False,Syar Fire,,2018-08-09 14:21:00+00:00,1bdf7030-adc6-442f-ab31-d182e53b4a73,2019-01-04 09:20:00+00:00,3546.983333333333
1356,10.0,2018,,,,,False,True,,,41.632373,-122.37985,False,Lott Fire,,2018-07-17 19:03:00+00:00,14207c18-f9a3-4a69-9f3a-d778d2f6960f,2019-01-04 09:40:00+00:00,4094.616666666667
1357,10.0,2018,,,,,False,True,,,32.619855,-116.764733,False,Building Fire,,2018-07-06 10:11:00+00:00,59c697e4-5083-4f45-b03a-ef580f6618dd,2019-01-04 09:55:00+00:00,4367.733333333334
1358,10.0,2018,,,,,False,True,,,39.6139,-121.954098,False,Llano Fire,,2018-06-29 11:44:00+00:00,465ed1e1-89be-4556-b616-834b65746005,2019-01-04 09:58:00+00:00,4534.233333333334
1359,10.0,2018,,,,,False,True,,,35.05747,-120.39295,False,Creek Fire,,2018-06-21 16:45:00+00:00,d752892a-9bdf-4b91-83f0-2d3f94c3f370,2019-10-25 09:25:32.947000+00:00,11776.675818611111
1360,10.0,2018,,,,,False,True,,,35.77017,-120.57833000000001,False,Ranchita Fire,,2018-06-19 16:06:00+00:00,b2adde70-a40e-4b81-9f5f-8f6b96042af2,2019-01-04 10:04:00+00:00,4769.966666666666
1361,10.0,2018,,,,,False,True,,,38.245151,-122.44408,False,Pallet Fire,,2018-06-05 13:03:00+00:00,6eed6c93-14f3-450a-80c8-65c5450a8cbd,2019-01-04 10:12:00+00:00,5109.15
1362,10.0,2018,,,,,False,True,,,32.75072,-116.92403999999999,False,Green Fire,,2018-06-03 18:23:00+00:00,60041942-db7c-4c3d-8a94-151addbd9d20,2019-01-04 10:16:00+00:00,5151.883333333333
1363,10.0,2018,,,,,False,True,,,39.80827,-122.3307,False,Black Fire,,2018-06-03 08:55:00+00:00,2d27a570-a8b0-4332-a40a-3afb8f2a575c,2019-01-04 10:18:00+00:00,5161.383333333333
1364,10.0,2018,,,,,False,True,,,33.450140000000005,-117.22215,False,Jardin Fire,,2018-06-02 15:53:00+00:00,c88bdcbd-2592-44d2-b44d-1c5a37593ffb,2019-01-04 10:18:00+00:00,5178.416666666667
1365,10.0,2018,,,,,False,True,,,33.53924,-116.10231,False,70th Fire,,2018-05-28 07:23:00+00:00,79dee087-3393-473f-aaa9-5d253cc5e1fa,2019-01-04 10:21:00+00:00,5306.966666666666
1366,0.0,2018,,,,,False,True,,,39.71217,-121.77385,True,Honey Flooding,,2018-11-29 23:30:00+00:00,e6b8af54-15fb-42bb-8be9-f323c9d5cc78,2019-07-09 13:45:23.907000+00:00,5318.256640833333
1367,0.0,2018,,,,,False,True,,,40.70258,-123.55011999999999,False,Grape Fire,,2018-04-24 16:59:00+00:00,d6753341-5c6f-4530-9c02-25974496ddc8,2019-01-03 15:23:00+00:00,6094.4
1370,1806.0,2019,,,,,True,True,,,34.282179,-118.803389,False,Easy Fire,,2019-10-30 07:45:14+00:00,00e6d6d5-f168-45fa-817a-f7758a5170b7,2019-11-02 19:00:24.440000+00:00,83.2529
1371,1300.0,2019,,,,,True,True,,,37.536069,-120.17701799999999,False,Gaines Fire,,2019-08-16 14:11:02+00:00,547b7d19-9b75-4c11-8b88-56adb6460a3c,2019-10-02 16:07:03.477000+00:00,1129.9337436111111
1372,1011.0,2019,10.0,,17.0,2.0,True,True,1.0,,33.9925,-117.05916699999999,True,Sandalwood Fire,247.0,2019-10-10 15:38:44+00:00,7ff84b11-c3fb-4f5c-8a00-07243d4a4e33,2019-11-01 15:14:13.320000+00:00,527.5914777777778
1373,605.0,2019,,,,,True,True,,,40.001709999999996,-122.25421000000001,False,Rawson Fire,,2019-10-27 02:47:20+00:00,828b2492-fc44-4fc0-97fa-f0b439e6fa0d,2019-10-28 07:25:39.683000+00:00,28.638800833333335
1374,494.0,2019,5.0,2.0,14.0,,True,True,,,34.01778,-117.4625,True,Hill Fire ,126.0,2019-10-30 11:19:00+00:00,8f23653c-1a4c-4609-bfb3-72b1665eab69,2019-11-02 18:52:09.347000+00:00,79.55259638888889
1375,355.0,2019,,,,,True,True,,,38.838992,-121.325842,False,Foothills Fire,,2019-11-25 12:39:44+00:00,77d64e4c-a50f-4f4d-a750-e6a6f0ddadc9,2019-11-25 20:31:36.687000+00:00,7.8646352777777775
1376,289.0,2019,,,,,True,True,,,35.790690000000005,-120.73102,False,Cross Fire,,2019-10-09 06:52:14+00:00,207f72f7-1453-40dc-919e-3551f7041b22,2019-10-11 07:38:50.257000+00:00,48.776738055555555
1377,289.0,2019,,,,,True,True,,,35.790690000000005,-120.73102,False,Cross Fire,,2019-10-09 06:52:14+00:00,207f72f7-1453-40dc-919e-3551f7041b22,2019-10-11 07:38:50.257000+00:00,48.776738055555555
1378,149.0,2019,,,,,True,True,,,37.241427,-120.027731,False,Valley Fire,,2019-07-21 12:01:40+00:00,f8a2fd4a-286e-4688-8a5c-fa2ad98751ab,2019-07-25 18:59:33.443000+00:00,102.96484527777778
1379,137.0,2019,,,,,True,True,,,36.319291,-120.46018899999999,False,Mud Fire ,,2019-10-18 12:17:32+00:00,ff8701f0-a12a-4b40-baa9-b58c4e2e31f3,2019-10-19 15:22:29.687000+00:00,27.082690833333334
1380,107.0,2019,,,,,True,True,,,40.900458,-121.320838,False,3-2 Willow (Previously H-1 Fire),,2019-08-07 18:48:57+00:00,9a9bc21f-36f5-4092-b98e-c0d584d198db,2019-10-02 16:07:12.123000+00:00,1341.3042008333334
1381,75.0,2019,,,,,True,True,,,33.8615,-116.897333,False,Wolf Fire,,2019-10-10 18:36:46+00:00,d37acb3f-94c8-47ef-b3da-6eb0d7353aa7,2019-10-12 17:29:29.770000+00:00,46.878825
1382,40.0,2019,,,,,True,True,,,37.828267,-122.103867,False,Merrill Fire,,2019-10-10 06:42:19+00:00,19578ef2-6101-45b0-a82e-db3004c3a8a5,2019-10-12 14:00:58.217000+00:00,55.31089361111111
1383,37.0,2019,4.0,2.0,10.0,,True,True,4.0,,33.259861,-117.02733300000001,True,Miller Fire,100.0,2019-10-25 15:05:52+00:00,7ff229e4-be94-4319-8916-19eb43753843,2019-10-27 18:29:19.843000+00:00,51.3910675
1384,35.0,2019,,,,,True,True,,,37.62782,-121.68598,False,Mines Fire,,2019-10-24 23:16:18+00:00,87404846-bc30-41b8-82fe-31c9aedb9ef7,2019-10-27 14:00:06.730000+00:00,62.73020277777778
1385,35.0,2019,,,,,True,True,,,37.420988,-121.371276,False,Rains Fire,,2019-07-18 09:07:57+00:00,900997e0-f30a-48bf-9358-971ca2afa1d6,2019-07-18 13:02:21.320000+00:00,3.9067555555555558
1386,30.0,2019,,,,,True,True,,,40.463936,-122.435492,False,Horse Fire,,2019-07-12 19:08:54+00:00,ab6d9c8e-5fbb-4a0d-a206-30e83ab51877,2019-07-15 21:56:18.117000+00:00,74.7900325
1387,27.0,2019,,,,,True,True,,,38.115224,-120.78068,False,Whiskey Fire,,2019-07-18 18:31:00+00:00,17596a7a-31fc-4270-8aaf-efe1df3ba848,2019-07-20 08:56:09.593000+00:00,38.41933138888889
1388,26.0,2019,,,,,True,True,,,34.202883,-116.4449,False,La Barisa Fire,,2019-08-03 17:22:51+00:00,4433d477-a962-4ad9-a306-71f0f79fff65,2019-10-02 16:07:20.427000+00:00,1438.7415075
1389,25.0,2019,,,,,True,True,,,32.794768,-116.839743,True,Vista Fire,,2019-07-17 17:42:04+00:00,06fa2750-afea-4f88-b1c4-48b9bc21f4eb,2019-07-18 15:58:48.137000+00:00,22.278926944444443
1390,22.0,2019,,,,,True,True,,,38.538467,-120.96510500000001,False,Chaparral Fire,,2019-09-29 21:44:45+00:00,48f89096-4641-42cc-8ec4-9cba635e79a1,2019-09-30 09:21:49.757000+00:00,11.617988055555555
1391,22.0,2019,,,,,True,True,,,37.093243,-121.586846,False,Mid Fire,,2019-07-12 18:40:09+00:00,3fc9ae75-8844-43a5-8330-6956cdb6e3a7,2019-07-15 18:38:20.093000+00:00,71.96974805555556
1392,15.0,2019,,,,,True,True,,,38.045866,-122.245186,False,Nustar Fire,,2019-10-15 16:17:18+00:00,0baff961-3ce3-45ec-80f1-a72957f2f3f4,2019-10-16 06:58:49.133000+00:00,14.69198138888889
1393,12.0,2019,,,,,True,True,,,33.463991,-116.914799,False,Sage Fire,,2019-08-27 11:33:56+00:00,faf6064e-fc50-4289-8486-1235f20289d7,2019-08-28 08:55:30.933000+00:00,21.35970361111111
1394,10.0,2019,,,,,True,True,,,39.613783000000005,-123.45878200000001,False,Wilson Fire,,2019-10-04 18:38:09+00:00,1dd6f339-956d-4ec5-bac5-713ba3cd53d4,2019-10-04 18:39:04.310000+00:00,0.015363888888888889
1395,10.0,2019,,,,,True,True,,,37.178353,-122.07743,False,Deer Fire,,2019-09-03 15:36:45+00:00,23f65de3-bf4d-4edf-a5eb-b21299195b0f,2019-09-06 19:49:01.653000+00:00,76.20462583333334
1408,3435.0,2019,,,,,False,True,,,38.724000000000004,-120.145,False,Caples Fire,,2019-10-11 12:47:59+00:00,451c3012-2831-44c1-8fc7-146fd02d2ce0,2019-11-01 14:16:21.570000+00:00,505.4729361111111
1409,3380.0,2019,,,,,False,True,,,40.593,-120.581,False,R-1 Fire,,2019-08-28 19:48:14+00:00,4ee8f023-1c92-4266-bb79-d41fdb3a5826,2019-09-26 14:47:23.877000+00:00,690.9860769444444
1410,3126.0,2019,,,,,False,True,,,34.5025,-119.785,False,Cave Fire (No Longer a CAL FIRE Incident),,2019-11-25 19:59:12+00:00,7555692b-f672-4660-8f15-d0dab068a193,2019-12-16 08:23:04.630000+00:00,492.3979527777778
1411,2546.0,2019,,,,,False,True,,,36.284259999999996,-120.94771000000001,False,Lonoak Fire,,2019-06-26 09:18:22+00:00,35ba5eb8-520f-4660-af60-9e0e00e7b42b,2019-06-27 11:19:06.187000+00:00,26.012274166666668
1412,2534.0,2019,2.0,,2.0,,False,True,,4.0,40.036379,-122.637837,True,Ranch Fire,69.0,2019-11-03 14:16:17+00:00,69d98a94-4980-4dc0-b388-61c37c635f32,2019-11-18 08:28:54.537000+00:00,354.21042694444446
1413,2512.0,2019,,,,,False,True,,2.0,38.88978,-122.23921999999999,True,Sand Fire,,2019-06-08 14:50:00+00:00,1760d7f8-57a2-4a04-b7e5-0861cc0ee963,2019-06-17 10:40:00+00:00,211.83333333333334
1414,2500.0,2019,,,,,False,True,,,35.72057,-119.62762,False,Refuge Fire,,2019-05-07 15:47:00+00:00,6f329208-5aa0-45fc-a4ec-db9caf865ca7,2019-05-09 09:37:00+00:00,41.833333333333336
1415,2438.0,2019,,,,,False,True,,,39.892222,-120.02972199999999,False,Long Valley Fire ,,2019-08-24 17:25:04+00:00,2ce810c9-88f1-4efe-9254-8cbd339d2397,2019-08-28 09:01:23.527000+00:00,87.60542416666667
1416,2422.0,2019,,,,,False,True,,,37.46577,-121.28312,False,Rock Fire,,2019-06-26 08:54:24+00:00,4edb5c7c-08d6-4ae0-b8b3-7bb471e26d8e,2019-07-01 13:10:54.550000+00:00,124.27515277777778
1417,1975.0,2019,,,,,False,True,,,36.284,-118.228,False,Cow Fire,,2019-09-06 12:23:00+00:00,c3b236b9-3a1d-481d-b1eb-b0aa77c5b462,2020-01-10 16:08:48.650000+00:00,3027.763513888889
1418,1926.0,2019,0.0,1.0,1.0,,False,True,,3.0,33.528469,-117.27315700000001,True,Tenaja,35.0,2019-09-04 16:43:36+00:00,f68808fb-a705-4083-a136-1a45c61c7f74,2019-09-14 19:15:55.197000+00:00,242.53866583333334
1419,1872.0,2019,,,,,False,True,,,41.862237,-122.66225800000001,False,Lime Fire,515.0,2019-09-07 08:36:32+00:00,5c74d3fc-eaeb-4a75-9a07-5f8af961237b,2019-10-24 11:20:48.867000+00:00,1130.738018611111
1420,1764.0,2019,,,,,False,True,,,35.66318,-120.41128,False,McMillan Fire,,2019-06-12 12:48:00+00:00,88a285bc-0dc7-4c51-a35a-5026850b0a6d,2019-06-24 10:25:00+00:00,285.6166666666667
1421,1507.0,2019,,,,,False,True,,,32.573437,-116.65873500000001,False,Border 8 Fire,,2019-08-16 06:14:55+00:00,74b94fe9-3524-40ce-ac18-ee637bf66f15,2019-08-18 07:10:06.720000+00:00,48.91992222222222
1422,1350.0,2019,,,,,False,True,,,39.28926,-121.85906000000001,False,West Butte Fire,,2019-06-08 14:37:00+00:00,23cee99c-662f-4409-80d0-b9eb3a6287b3,2019-06-17 15:16:00+00:00,216.65
1423,1301.0,2019,,,,,False,True,,,42.033,-122.175,False,Ward Fire,,2019-08-09 23:08:25+00:00,e3d66b1b-3b3b-40a3-96ec-574c1a27cbe9,2019-08-22 16:33:47.220000+00:00,305.42283888888886
1424,1165.0,2019,,,,,False,True,,,39.631945,-119.76988100000001,False,Jasper Fire,,2019-07-13 18:42:22+00:00,3086ac2b-bbb3-4321-81e3-3cfdb9e571e9,2019-09-26 14:50:02.857000+00:00,1796.1280158333334
1425,1127.0,2019,,,,,False,True,,,35.343761,-119.91371699999999,False,Boulder Fire,,2019-06-05 10:49:00+00:00,107dd529-31b8-4b5f-ab09-4aa79c770d4b,2019-06-11 14:49:00+00:00,148.0
1426,1020.0,2019,,,,,False,True,,,40.943799,-120.27529799999999,False,W1 McDonald Fire,,2019-08-08 18:42:41+00:00,94cdd032-ea04-4713-b54a-dc3476635684,2019-08-12 11:36:27.083000+00:00,88.89613416666667
1427,974.0,2019,,,,,False,True,,,35.63111111,-120.26916667,False,Gillis Fire,,2019-07-08 16:44:08+00:00,1fd11e53-a132-4b89-bc8f-f7061f685ad3,2019-07-10 07:11:24.403000+00:00,38.45455638888889
1428,835.0,2019,,,,,False,True,,,35.307590000000005,-119.96498000000001,False,Belmont Fire,,2019-05-29 17:10:00+00:00,e2d77e59-b831-4267-a50b-89ede499a885,2019-06-03 08:44:00+00:00,111.56666666666666
1429,757.0,2019,,,,,False,True,,,37.908362,-121.872941,False,Marsh Complex,,2019-08-03 03:16:00+00:00,1f576988-2ad0-4a7b-afed-f650caafc579,2019-08-06 18:42:11.547000+00:00,87.43654083333334
1430,756.0,2019,9.0,0.0,11.0,,False,True,,,36.40193,-119.030621,False,Creek Fire,185.0,2019-08-31 15:31:59+00:00,8faaa845-634f-4f94-b25e-f5ae78703da6,2019-09-04 08:53:01.337000+00:00,89.35064916666667
1431,745.0,2019,,,,,False,True,,,34.098191,-118.47871699999999,False,Getty Fire ,,2019-10-28 06:46:55+00:00,e693477a-37d2-4aba-9e73-a63421a2b3a6,2019-11-08 15:26:39.490000+00:00,272.6623583333333
1432,703.0,2019,,,,,False,True,,,39.224309999999996,-123.12886999999999,False,Burris Fire,,2019-10-27 14:54:40+00:00,9cc1af36-29f2-4af5-afa7-23b9ce17630e,2019-11-03 18:54:27.243000+00:00,171.9964563888889
1433,604.0,2019,,,,,False,True,,,38.751647999999996,-121.43263600000002,False,Baseline Fire ,,2019-09-20 15:02:08+00:00,ebc468e3-c2ec-43ff-95e9-c319a7ec3d40,2019-09-24 13:24:36.253000+00:00,94.37451472222222
1434,600.0,2019,8.0,,9.0,,False,True,,3.0,40.715556,-122.24194399999999,True,Mountain Fire,187.0,2019-08-22 11:02:09+00:00,1bf3e829-5fb3-43d2-9179-6c337709df19,2019-10-02 16:06:52.900000+00:00,989.0788611111111
1435,600.0,2019,,,,,False,True,,,37.259879999999995,-121.09375,False,Stuhr Fire,,2019-06-07 16:55:00+00:00,8edf51ea-1e4f-4e73-8e04-e168417ed39b,2019-06-11 17:14:00+00:00,96.31666666666666
1436,526.0,2019,6.0,1.0,15.0,,False,True,1.0,,38.165873,-122.211671,False,American Fire,163.0,2019-10-06 16:36:50+00:00,74c3d01f-8809-40bc-a0e2-b1cc24bf1a7d,2019-10-09 13:52:17.697000+00:00,69.25769361111111
1437,525.0,2019,,,,,False,True,,,33.919507,-117.103765,False,Jerry Fire,,2019-06-21 13:02:00+00:00,8c666963-1f9d-43c6-bc3a-cab623d81f27,2019-06-24 11:43:00+00:00,70.68333333333334
1438,520.0,2019,8.0,2.0,34.0,,False,True,1.0,,33.4853,-117.043723,True,Horseshoe Fire ,235.0,2019-09-14 17:53:00+00:00,c9327432-b3d3-4ea1-b810-d339dc9e25c3,2019-09-17 20:05:34.223000+00:00,74.20950638888888
1439,496.0,2019,0.0,2.0,0.0,,False,True,0.0,,39.45296,-121.41261899999999,True,Swedes Fire,16.0,2019-09-07 15:06:00+00:00,63a43984-64ce-40aa-bbc3-98330a46353f,2019-09-13 19:59:37.507000+00:00,148.89375194444443
1440,448.0,2019,,,,,False,True,,,32.575556,-117.02666699999999,False,Caliente Fire,,2019-08-01 14:53:15+00:00,ca65fae0-e6d7-4600-890c-62da03753131,2019-09-26 14:48:39.970000+00:00,1343.923602777778
1441,448.0,2019,,,,,False,True,,,35.60989,-118.41203999999999,False,Mesa Fire ,,2019-07-31 17:13:53+00:00,1f0d1a35-bf41-45d8-b3b8-26cca8d2d83e,2019-08-05 09:09:51.157000+00:00,111.93282138888888
1442,423.0,2019,,,,,False,True,,,37.532028000000004,-120.208019,False,Hunter Fire,,2019-08-15 15:15:56+00:00,852f3058-ccaa-4877-8e8e-f5b8a9649936,2019-08-16 14:41:40.777000+00:00,23.429104722222224
1443,420.0,2019,,,,,False,True,,,34.484722,-120.19083300000001,False,Real Fire,,2019-10-17 16:31:00+00:00,baa2a51c-40bc-420c-9f88-db4783872d65,2019-10-21 11:36:43.707000+00:00,91.09547416666666
1444,381.0,2019,,,,,False,True,,,36.150999999999996,-118.185,False,Broder Fire,9.0,2019-09-06 12:39:18+00:00,737ef617-abaa-44a1-9bbc-f46240468b8f,2019-09-26 14:46:11.007000+00:00,482.1147241666667
1445,350.0,2019,,,,,False,True,,,33.975405,-117.20706799999999,True,Reche Fire,,2019-10-10 14:18:17+00:00,8739a46c-9d9b-464c-87d0-31738601d96f,2019-10-14 10:56:50.567000+00:00,92.6426575
1446,328.0,2019,,,,,False,True,,,33.985972,-117.414111,False,46 Fire,,2019-10-31 06:22:34+00:00,e59fa47f-0f47-49a9-a2c5-092cfaf68ed5,2019-11-03 16:16:03.363000+00:00,81.89148972222222
1447,316.0,2019,,,,,False,True,,,35.908333,-120.984167,False,Lake Fire,,2019-07-29 15:43:48+00:00,540b19a4-b84c-4d9c-9cb3-746b53a094b7,2019-08-01 19:20:18.467000+00:00,75.60846305555556
1448,300.0,2019,,,,,False,True,,,39.622137,-121.693472,False,Hwy Fire,,2019-09-28 17:48:10+00:00,b8e5a940-0fb5-4c63-93ab-a855cfdc4e0c,2019-10-02 16:03:59.350000+00:00,94.26370833333333
1449,283.0,2019,,,,,False,True,,,37.632059999999996,-121.53838200000001,False,Hollow Fire,,2019-07-03 15:34:12+00:00,89db8bb4-6e3b-4de7-b7d9-287c1a9032c0,2019-07-08 07:50:42.220000+00:00,112.27506111111111
1450,280.0,2019,,,,,False,True,,,41.150392,-122.63410800000001,False,Rams Horn Fire,259.0,2019-09-07 08:49:58+00:00,b24dc89c-632d-46a1-8984-2ce037e37834,2019-09-26 14:45:36.353000+00:00,461.92732027777777
1451,280.0,2019,,,,,False,True,,,36.008889,-121.466944,False,Mill Fire,,2019-07-30 13:28:17+00:00,233708cc-ed2d-4b85-ba8c-60cf71c912c8,2019-09-26 14:48:51.140000+00:00,1393.3428166666667
1452,279.0,2019,,,,,False,True,,,34.71011,-119.3547,False,Snail Fire,,2019-09-01 17:37:43+00:00,1b6cdbc8-4ab9-49e9-b6ed-e38d55e263cc,2019-09-26 14:47:14.213000+00:00,597.1586702777778
1453,263.0,2019,,,,,False,True,,,40.679318,-120.39276799999999,False,Snowstorm Fire,,2019-07-05 16:37:04+00:00,0f965f2f-3977-4ba5-bf7c-29feef27ee82,2019-07-08 07:49:17.540000+00:00,63.20376111111111
1455,257.0,2019,,,,,False,True,,,36.18479,-118.99229,False,Citrus Fire,,2019-06-02 16:12:00+00:00,11e0324e-e8ff-4591-b592-9e704ade60d6,2019-06-11 14:48:00+00:00,214.6
1456,250.0,2019,,,,,False,True,,,33.9369,-117.3063,False,Sycamore Fire,,2019-09-07 20:31:46+00:00,a14c1f49-8e49-4709-a21b-6c06471a1002,2019-09-26 14:45:22.637000+00:00,450.2268436111111
1457,244.0,2019,,,,,False,True,,,40.062304,-123.222196,False,Henthorne Fire,,2019-09-05 09:25:00+00:00,791059a2-b50f-4ab0-924a-bfdac001e4b9,2019-09-26 14:46:47.097000+00:00,509.3630825
1458,244.0,2019,,,,,False,True,,,37.524378000000006,-120.29655100000001,False,Lake Fire,,2019-07-08 15:30:14+00:00,6be8378d-9a89-40a3-bc66-4fc0ab22ebc2,2019-07-15 18:34:14.880000+00:00,171.06691111111112
1459,240.0,2019,,,,,False,True,,,37.708743,-121.841879,False,Harte Fire,,2019-08-09 15:09:50+00:00,4affde91-31a9-4588-bf14-7201fc5c548b,2019-08-12 12:18:17.533000+00:00,69.14098138888889
1460,227.0,2019,,,,,False,True,,,41.492974200000006,-123.2129356,False,Kidder 2 Fire,,2019-09-07 08:47:46+00:00,69b0cca6-c0c6-4a96-8f61-07ebb0ff9dc7,2019-10-24 11:14:22.713000+00:00,1130.443531388889
